"neighborhood","virus","serotype","year","epiweek","total_female_aegypti","total_female_albopictus","total_traps","MFAI_aegypti","MFAI_albopictus"
"SANTANA","","",2025,21,8,0,18,0.444444444444444,0
"SANTANA","","",2025,22,0,0,10,0,0
"SANTANA","","",2025,23,1,0,19,0.0526315789473684,0
"SANTANA","","",2025,24,2,0,18,0.111111111111111,0
"SANTANA","","",2025,25,0,0,10,0,0
"SANTANA","","",2025,26,1,0,18,0.0555555555555556,0
"SANTANA","","",2025,27,0,0,18,0,0
"SANTANA","","",2025,28,0,0,18,0,0
"SANTANA","","",2025,29,0,0,10,0,0
"SANTANA","","",2025,30,1,0,19,0.0526315789473684,0
"SANTANA","","",2025,31,0,0,17,0,0
"SANTANA",NA,NA,2025,32,0,0,18,0,0
"SANTANA",NA,NA,2025,33,0,0,19,0,0
"SANTANA",NA,NA,2025,34,0,0,12,0,0
"SANTANA",NA,NA,2025,35,0,0,19,0,0
"SANTANA",NA,NA,2025,36,0,0,18,0,0
"SANTANA",NA,NA,2025,37,0,0,19,0,0
"SANTANA",NA,NA,2025,38,0,0,18,0,0
"SANTANA",NA,NA,2025,39,1,0,18,0.0555555555555556,0
"SANTANA",NA,NA,2025,40,2,0,18,0.111111111111111,0
"SANTANA",NA,NA,2025,41,1,0,18,0.0555555555555556,0
"SANTANA",NA,NA,2025,42,4,0,17,0.235294117647059,0
"SANTANA",NA,NA,2025,43,2,0,18,0.111111111111111,0
"SANTANA",NA,NA,2025,44,2,0,19,0.105263157894737,0
"SANTANA",NA,NA,2025,45,3,0,18,0.166666666666667,0
"SANTANA",NA,NA,2025,46,3,0,17,0.176470588235294,0
"SANTANA",NA,NA,2025,47,4,0,19,0.210526315789474,0
"SANTANA",NA,NA,2025,48,5,0,18,0.277777777777778,0
"SANTANA",NA,NA,2025,49,12,0,17,0.705882352941177,0
"SANTANA",NA,NA,2025,50,6,0,15,0.4,0
"SANTANA",NA,NA,2025,51,4,0,19,0.210526315789474,0
"SANTANA",NA,NA,2025,52,3,0,6,0.5,0
"SANTANA",NA,NA,2025,53,5,0,14,0.357142857142857,0
"SANTO ANTONIO","","",2018,3,21,0,19,1.10526315789474,0
"SANTO ANTONIO","","",2018,4,15,0,20,0.75,0
"SANTO ANTONIO","","",2018,5,15,1,21,0.714285714285714,0.0476190476190476
"SANTO ANTONIO","","",2018,6,47,1,21,2.23809523809524,0.0476190476190476
"SANTO ANTONIO","","",2018,7,24,0,14,1.71428571428571,0
"SANTO ANTONIO","","",2018,8,12,0,20,0.6,0
"SANTO ANTONIO","","",2018,9,12,0,21,0.571428571428571,0
"SANTO ANTONIO","","",2018,10,28,0,21,1.33333333333333,0
"SANTO ANTONIO","","",2018,11,16,0,21,0.761904761904762,0
"SANTO ANTONIO","","",2018,12,7,0,21,0.333333333333333,0
"SANTO ANTONIO","","",2018,13,5,0,21,0.238095238095238,0
"SANTO ANTONIO","","",2018,14,0,0,21,0,0
"SANTO ANTONIO","","",2018,15,7,0,21,0.333333333333333,0
"SANTO ANTONIO","","",2018,16,13,2,21,0.619047619047619,0.0952380952380952
"SANTO ANTONIO","","",2018,17,14,1,21,0.666666666666667,0.0476190476190476
"SANTO ANTONIO","","",2018,18,19,1,21,0.904761904761905,0.0476190476190476
"SANTO ANTONIO","","",2018,19,23,0,21,1.0952380952381,0
"SANTO ANTONIO","","",2018,20,21,2,21,1,0.0952380952380952
"SANTO ANTONIO","","",2018,21,5,0,21,0.238095238095238,0
"SANTO ANTONIO","","",2018,22,9,1,21,0.428571428571429,0.0476190476190476
"SANTO ANTONIO","","",2018,23,2,0,21,0.0952380952380952,0
"SANTO ANTONIO","","",2018,24,1,0,21,0.0476190476190476,0
"SANTO ANTONIO","","",2018,25,3,0,21,0.142857142857143,0
"SANTO ANTONIO","","",2018,26,1,0,21,0.0476190476190476,0
"SANTO ANTONIO","","",2018,27,0,0,21,0,0
"SANTO ANTONIO","","",2018,28,0,0,20,0,0
"SANTO ANTONIO","","",2018,29,0,0,21,0,0
"SANTO ANTONIO","","",2018,30,0,0,20,0,0
"SANTO ANTONIO","","",2018,31,0,0,21,0,0
"SANTO ANTONIO","","",2018,32,0,0,21,0,0
"SANTO ANTONIO","","",2018,33,0,0,21,0,0
"SANTO ANTONIO","","",2018,34,0,0,21,0,0
"SANTO ANTONIO","","",2018,35,0,0,21,0,0
"SANTO ANTONIO","","",2018,36,0,0,21,0,0
"SANTO ANTONIO","","",2018,37,0,0,21,0,0
"SANTO ANTONIO","","",2018,38,0,0,21,0,0
"SANTO ANTONIO","","",2018,39,0,0,21,0,0
"SANTO ANTONIO","","",2018,40,0,0,21,0,0
"SANTO ANTONIO","","",2018,41,0,0,21,0,0
"SANTO ANTONIO","","",2018,42,1,0,21,0.0476190476190476,0
"SANTO ANTONIO","","",2018,43,3,0,21,0.142857142857143,0
"SANTO ANTONIO","","",2018,44,1,0,21,0.0476190476190476,0
"SANTO ANTONIO","","",2018,45,0,0,21,0,0
"SANTO ANTONIO","","",2018,46,2,0,21,0.0952380952380952,0
"SANTO ANTONIO","","",2018,47,1,1,21,0.0476190476190476,0.0476190476190476
"SANTO ANTONIO","","",2018,48,2,0,21,0.0952380952380952,0
"SANTO ANTONIO","","",2018,49,1,1,21,0.0476190476190476,0.0476190476190476
"SANTO ANTONIO","","",2018,50,2,0,21,0.0952380952380952,0
"SANTO ANTONIO","","",2018,51,5,0,21,0.238095238095238,0
"SANTO ANTONIO","","",2019,1,1,0,1,1,0
"SANTO ANTONIO","","",2019,3,6,1,21,0.285714285714286,0.0476190476190476
"SANTO ANTONIO","","",2019,4,3,0,20,0.15,0
"SANTO ANTONIO","","",2019,5,2,0,23,0.0869565217391304,0
"SANTO ANTONIO","","",2019,6,4,0,21,0.19047619047619,0
"SANTO ANTONIO","","",2019,7,7,5,22,0.318181818181818,0.227272727272727
"SANTO ANTONIO","","",2019,8,4,0,22,0.181818181818182,0
"SANTO ANTONIO","","",2019,9,5,0,22,0.227272727272727,0
"SANTO ANTONIO","","",2019,10,2,0,19,0.105263157894737,0
"SANTO ANTONIO","","",2019,11,5,1,20,0.25,0.05
"SANTO ANTONIO","","",2019,12,6,1,22,0.272727272727273,0.0454545454545455
"SANTO ANTONIO","","",2019,13,9,1,21,0.428571428571429,0.0476190476190476
"SANTO ANTONIO","","",2019,14,9,3,22,0.409090909090909,0.136363636363636
"SANTO ANTONIO","","",2019,15,4,0,22,0.181818181818182,0
"SANTO ANTONIO","","",2019,16,5,0,22,0.227272727272727,0
"SANTO ANTONIO","","",2019,17,2,0,21,0.0952380952380952,0
"SANTO ANTONIO","","",2019,18,10,4,22,0.454545454545455,0.181818181818182
"SANTO ANTONIO","","",2019,19,4,0,22,0.181818181818182,0
"SANTO ANTONIO","","",2019,20,9,1,22,0.409090909090909,0.0454545454545455
"SANTO ANTONIO","","",2019,21,15,0,22,0.681818181818182,0
"SANTO ANTONIO","","",2019,22,3,0,22,0.136363636363636,0
"SANTO ANTONIO","","",2019,23,5,1,22,0.227272727272727,0.0454545454545455
"SANTO ANTONIO","","",2019,24,5,0,22,0.227272727272727,0
"SANTO ANTONIO","","",2019,25,6,0,21,0.285714285714286,0
"SANTO ANTONIO","","",2019,26,8,0,22,0.363636363636364,0
"SANTO ANTONIO","","",2019,27,0,0,21,0,0
"SANTO ANTONIO","","",2019,28,0,0,22,0,0
"SANTO ANTONIO","","",2019,29,0,0,19,0,0
"SANTO ANTONIO","","",2019,30,0,0,20,0,0
"SANTO ANTONIO","","",2019,31,2,0,21,0.0952380952380952,0
"SANTO ANTONIO","","",2019,32,0,0,20,0,0
"SANTO ANTONIO","","",2019,33,0,0,22,0,0
"SANTO ANTONIO","","",2019,34,0,0,22,0,0
"SANTO ANTONIO","","",2019,35,0,0,22,0,0
"SANTO ANTONIO","","",2019,36,0,0,21,0,0
"SANTO ANTONIO","","",2019,37,1,0,21,0.0476190476190476,0
"SANTO ANTONIO","","",2019,38,0,0,20,0,0
"SANTO ANTONIO","","",2019,39,2,0,22,0.0909090909090909,0
"SANTO ANTONIO","","",2019,40,1,0,19,0.0526315789473684,0
"SANTO ANTONIO","","",2019,41,1,0,21,0.0476190476190476,0
"SANTO ANTONIO","","",2019,42,2,1,21,0.0952380952380952,0.0476190476190476
"SANTO ANTONIO","","",2019,43,1,0,22,0.0454545454545455,0
"SANTO ANTONIO","","",2019,44,0,0,22,0,0
"SANTO ANTONIO","","",2019,45,0,0,22,0,0
"SANTO ANTONIO","","",2019,46,1,0,21,0.0476190476190476,0
"SANTO ANTONIO","","",2019,47,1,0,22,0.0454545454545455,0
"SANTO ANTONIO","","",2019,48,5,0,9,0.555555555555556,0
"SANTO ANTONIO","","",2019,49,1,0,35,0.0285714285714286,0
"SANTO ANTONIO","","",2019,50,6,2,21,0.285714285714286,0.0952380952380952
"SANTO ANTONIO","","",2019,51,5,0,22,0.227272727272727,0
"SANTO ANTONIO","","",2019,52,0,0,20,0,0
"SANTO ANTONIO","","",2020,1,0,0,16,0,0
"SANTO ANTONIO","","",2020,2,0,0,18,0,0
"SANTO ANTONIO","","",2020,3,1,1,19,0.0526315789473684,0.0526315789473684
"SANTO ANTONIO","","",2020,4,9,0,19,0.473684210526316,0
"SANTO ANTONIO","","",2020,5,9,0,21,0.428571428571429,0
"SANTO ANTONIO","","",2020,6,10,0,20,0.5,0
"SANTO ANTONIO","","",2020,7,7,0,22,0.318181818181818,0
"SANTO ANTONIO","","",2020,8,2,0,21,0.0952380952380952,0
"SANTO ANTONIO","","",2020,9,3,0,19,0.157894736842105,0
"SANTO ANTONIO","","",2020,10,6,0,20,0.3,0
"SANTO ANTONIO","","",2020,11,7,0,20,0.35,0
"SANTO ANTONIO","","",2020,12,4,0,21,0.19047619047619,0
"SANTO ANTONIO","","",2020,13,5,0,16,0.3125,0
"SANTO ANTONIO","","",2020,14,5,0,16,0.3125,0
"SANTO ANTONIO","","",2020,15,0,0,16,0,0
"SANTO ANTONIO","","",2020,16,3,0,17,0.176470588235294,0
"SANTO ANTONIO","","",2020,17,10,0,16,0.625,0
"SANTO ANTONIO","","",2020,18,8,0,15,0.533333333333333,0
"SANTO ANTONIO","","",2020,19,3,0,18,0.166666666666667,0
"SANTO ANTONIO","","",2020,20,3,0,16,0.1875,0
"SANTO ANTONIO","","",2020,21,3,0,17,0.176470588235294,0
"SANTO ANTONIO","","",2020,22,3,0,16,0.1875,0
"SANTO ANTONIO","","",2020,23,3,0,18,0.166666666666667,0
"SANTO ANTONIO","","",2020,24,1,0,18,0.0555555555555556,0
"SANTO ANTONIO","","",2020,25,2,0,18,0.111111111111111,0
"SANTO ANTONIO","","",2020,26,6,0,18,0.333333333333333,0
"SANTO ANTONIO","","",2020,27,0,0,18,0,0
"SANTO ANTONIO","","",2020,28,0,0,17,0,0
"SANTO ANTONIO","","",2020,29,1,0,16,0.0625,0
"SANTO ANTONIO","","",2020,30,1,0,17,0.0588235294117647,0
"SANTO ANTONIO","","",2020,31,0,0,18,0,0
"SANTO ANTONIO","","",2020,32,0,0,16,0,0
"SANTO ANTONIO","","",2020,33,0,0,17,0,0
"SANTO ANTONIO","","",2020,34,0,0,17,0,0
"SANTO ANTONIO","","",2020,35,0,0,18,0,0
"SANTO ANTONIO","","",2020,36,0,0,17,0,0
"SANTO ANTONIO","","",2020,37,0,0,14,0,0
"SANTO ANTONIO","","",2020,38,0,0,8,0,0
"SANTO ANTONIO","","",2020,39,0,0,1,0,0
"SANTO ANTONIO","","",2020,40,0,0,1,0,0
"SANTO ANTONIO","","",2020,41,1,0,15,0.0666666666666667,0
"SANTO ANTONIO","","",2020,42,1,0,17,0.0588235294117647,0
"SANTO ANTONIO","","",2020,43,0,0,16,0,0
"SANTO ANTONIO","","",2020,44,3,0,17,0.176470588235294,0
"SANTO ANTONIO","","",2020,45,1,0,17,0.0588235294117647,0
"SANTO ANTONIO","","",2020,46,1,0,15,0.0666666666666667,0
"SANTO ANTONIO","","",2020,47,0,0,16,0,0
"SANTO ANTONIO","","",2020,48,1,0,17,0.0588235294117647,0
"SANTO ANTONIO","","",2020,49,0,0,1,0,0
"SANTO ANTONIO","","",2020,51,5,0,1,5,0
"SANTO ANTONIO","","",2020,52,2,0,1,2,0
"SANTO ANTONIO","","",2020,53,21,1,14,1.5,0.0714285714285714
"SANTO ANTONIO","","",2021,1,11,0,15,0.733333333333333,0
"SANTO ANTONIO","","",2021,2,9,0,15,0.6,0
"SANTO ANTONIO","","",2021,3,4,0,16,0.25,0
"SANTO ANTONIO","","",2021,4,0,0,16,0,0
"SANTO ANTONIO","","",2021,5,10,0,17,0.588235294117647,0
"SANTO ANTONIO","","",2021,6,2,0,16,0.125,0
"SANTO ANTONIO","","",2021,7,8,0,15,0.533333333333333,0
"SANTO ANTONIO","","",2021,8,6,0,15,0.4,0
"SANTO ANTONIO","","",2021,9,12,0,16,0.75,0
"SANTO ANTONIO","","",2021,10,18,0,17,1.05882352941176,0
"SANTO ANTONIO","","",2021,11,18,0,17,1.05882352941176,0
"SANTO ANTONIO","","",2021,12,17,1,17,1,0.0588235294117647
"SANTO ANTONIO","","",2021,13,15,0,16,0.9375,0
"SANTO ANTONIO","","",2021,14,8,0,17,0.470588235294118,0
"SANTO ANTONIO","","",2021,15,18,0,16,1.125,0
"SANTO ANTONIO","","",2021,16,21,1,16,1.3125,0.0625
"SANTO ANTONIO","","",2021,17,11,0,17,0.647058823529412,0
"SANTO ANTONIO","","",2021,18,5,0,16,0.3125,0
"SANTO ANTONIO","","",2021,19,4,0,16,0.25,0
"SANTO ANTONIO","","",2021,20,1,0,17,0.0588235294117647,0
"SANTO ANTONIO","","",2021,21,2,0,17,0.117647058823529,0
"SANTO ANTONIO","","",2021,22,1,0,18,0.0555555555555556,0
"SANTO ANTONIO","","",2021,23,2,0,17,0.117647058823529,0
"SANTO ANTONIO","","",2021,24,0,0,18,0,0
"SANTO ANTONIO","","",2021,25,0,0,16,0,0
"SANTO ANTONIO","","",2021,26,0,0,17,0,0
"SANTO ANTONIO","","",2021,27,0,0,18,0,0
"SANTO ANTONIO","","",2021,28,0,0,18,0,0
"SANTO ANTONIO","","",2021,29,0,0,16,0,0
"SANTO ANTONIO","","",2021,30,0,0,17,0,0
"SANTO ANTONIO","","",2021,31,0,0,17,0,0
"SANTO ANTONIO","","",2021,32,1,0,18,0.0555555555555556,0
"SANTO ANTONIO","","",2021,33,0,0,18,0,0
"SANTO ANTONIO","","",2021,34,0,0,17,0,0
"SANTO ANTONIO","","",2021,35,0,0,15,0,0
"SANTO ANTONIO","","",2021,41,3,0,17,0.176470588235294,0
"SANTO ANTONIO","","",2021,42,2,0,3,0.666666666666667,0
"SANTO ANTONIO","","",2021,43,0,0,1,0,0
"SANTO ANTONIO","","",2021,44,0,0,15,0,0
"SANTO ANTONIO","","",2021,45,1,0,18,0.0555555555555556,0
"SANTO ANTONIO","","",2021,46,1,0,18,0.0555555555555556,0
"SANTO ANTONIO","","",2021,47,1,0,18,0.0555555555555556,0
"SANTO ANTONIO","","",2021,48,8,0,6,1.33333333333333,0
"SANTO ANTONIO","","",2021,49,12,0,14,0.857142857142857,0
"SANTO ANTONIO","","",2021,50,11,0,16,0.6875,0
"SANTO ANTONIO","","",2021,51,13,0,16,0.8125,0
"SANTO ANTONIO","","",2021,52,9,0,15,0.6,0
"SANTO ANTONIO","","",2022,1,26,0,16,1.625,0
"SANTO ANTONIO","","",2022,2,18,0,18,1,0
"SANTO ANTONIO","","",2022,3,16,0,17,0.941176470588235,0
"SANTO ANTONIO","","",2022,4,16,0,18,0.888888888888889,0
"SANTO ANTONIO","","",2022,5,3,0,18,0.166666666666667,0
"SANTO ANTONIO","","",2022,6,33,2,18,1.83333333333333,0.111111111111111
"SANTO ANTONIO","","",2022,7,15,3,18,0.833333333333333,0.166666666666667
"SANTO ANTONIO","","",2022,8,28,0,18,1.55555555555556,0
"SANTO ANTONIO","","",2022,9,30,0,18,1.66666666666667,0
"SANTO ANTONIO","","",2022,10,17,2,18,0.944444444444444,0.111111111111111
"SANTO ANTONIO","","",2022,11,15,1,18,0.833333333333333,0.0555555555555556
"SANTO ANTONIO","","",2022,12,8,0,18,0.444444444444444,0
"SANTO ANTONIO","","",2022,13,32,1,18,1.77777777777778,0.0555555555555556
"SANTO ANTONIO","","",2022,14,12,0,18,0.666666666666667,0
"SANTO ANTONIO","","",2022,15,10,0,18,0.555555555555556,0
"SANTO ANTONIO","","",2022,16,12,0,18,0.666666666666667,0
"SANTO ANTONIO","","",2022,17,28,0,18,1.55555555555556,0
"SANTO ANTONIO","","",2022,18,2,0,18,0.111111111111111,0
"SANTO ANTONIO","","",2022,19,3,0,18,0.166666666666667,0
"SANTO ANTONIO","","",2022,20,0,0,18,0,0
"SANTO ANTONIO","","",2022,21,1,0,18,0.0555555555555556,0
"SANTO ANTONIO","","",2022,22,2,0,18,0.111111111111111,0
"SANTO ANTONIO","","",2022,23,2,1,18,0.111111111111111,0.0555555555555556
"SANTO ANTONIO","","",2022,24,0,0,18,0,0
"SANTO ANTONIO","","",2022,25,1,0,18,0.0555555555555556,0
"SANTO ANTONIO","","",2022,26,0,0,18,0,0
"SANTO ANTONIO","","",2022,27,0,0,18,0,0
"SANTO ANTONIO","","",2022,28,0,0,9,0,0
"SANTO ANTONIO","","",2022,29,0,0,8,0,0
"SANTO ANTONIO","","",2022,30,0,0,1,0,0
"SANTO ANTONIO","","",2022,35,0,0,7,0,0
"SANTO ANTONIO","","",2022,36,5,0,13,0.384615384615385,0
"SANTO ANTONIO","","",2022,37,1,1,13,0.0769230769230769,0.0769230769230769
"SANTO ANTONIO","","",2022,38,0,0,11,0,0
"SANTO ANTONIO","","",2022,39,2,0,13,0.153846153846154,0
"SANTO ANTONIO","","",2022,40,0,0,13,0,0
"SANTO ANTONIO","","",2022,41,2,0,12,0.166666666666667,0
"SANTO ANTONIO","","",2022,42,1,0,12,0.0833333333333333,0
"SANTO ANTONIO","","",2022,43,0,0,12,0,0
"SANTO ANTONIO","","",2022,44,6,0,13,0.461538461538462,0
"SANTO ANTONIO","","",2022,45,2,0,12,0.166666666666667,0
"SANTO ANTONIO","","",2022,46,2,0,13,0.153846153846154,0
"SANTO ANTONIO","","",2022,47,4,0,12,0.333333333333333,0
"SANTO ANTONIO","","",2022,48,0,0,12,0,0
"SANTO ANTONIO","","",2022,49,3,0,13,0.230769230769231,0
"SANTO ANTONIO","","",2022,50,1,0,12,0.0833333333333333,0
"SANTO ANTONIO","","",2022,51,3,0,13,0.230769230769231,0
"SANTO ANTONIO","","",2022,52,2,0,10,0.2,0
"SANTO ANTONIO","","",2023,1,8,0,12,0.666666666666667,0
"SANTO ANTONIO","","",2023,2,25,0,13,1.92307692307692,0
"SANTO ANTONIO","","",2023,3,5,1,13,0.384615384615385,0.0769230769230769
"SANTO ANTONIO","","",2023,4,10,0,13,0.769230769230769,0
"SANTO ANTONIO","","",2023,5,15,0,13,1.15384615384615,0
"SANTO ANTONIO","","",2023,6,27,0,13,2.07692307692308,0
"SANTO ANTONIO","","",2023,7,9,0,13,0.692307692307692,0
"SANTO ANTONIO","","",2023,8,15,4,8,1.875,0.5
"SANTO ANTONIO","","",2023,9,8,0,12,0.666666666666667,0
"SANTO ANTONIO","","",2023,10,16,0,11,1.45454545454545,0
"SANTO ANTONIO","","",2023,11,22,0,11,2,0
"SANTO ANTONIO","","",2023,12,28,0,13,2.15384615384615,0
"SANTO ANTONIO","","",2023,13,19,0,13,1.46153846153846,0
"SANTO ANTONIO","","",2023,14,5,1,13,0.384615384615385,0.0769230769230769
"SANTO ANTONIO","","",2023,15,9,0,12,0.75,0
"SANTO ANTONIO","","",2023,16,4,0,12,0.333333333333333,0
"SANTO ANTONIO","","",2023,17,11,0,13,0.846153846153846,0
"SANTO ANTONIO","","",2023,18,13,0,5,2.6,0
"SANTO ANTONIO","","",2023,19,5,0,11,0.454545454545455,0
"SANTO ANTONIO","","",2023,20,7,0,14,0.5,0
"SANTO ANTONIO","","",2023,21,12,2,14,0.857142857142857,0.142857142857143
"SANTO ANTONIO","","",2023,22,18,1,14,1.28571428571429,0.0714285714285714
"SANTO ANTONIO","","",2023,23,7,1,12,0.583333333333333,0.0833333333333333
"SANTO ANTONIO","","",2023,24,1,0,12,0.0833333333333333,0
"SANTO ANTONIO","","",2023,25,2,0,13,0.153846153846154,0
"SANTO ANTONIO","","",2023,26,6,0,13,0.461538461538462,0
"SANTO ANTONIO","","",2023,27,0,0,3,0,0
"SANTO ANTONIO","","",2023,28,0,0,1,0,0
"SANTO ANTONIO","","",2023,29,1,0,12,0.0833333333333333,0
"SANTO ANTONIO","","",2023,30,1,0,10,0.1,0
"SANTO ANTONIO","","",2023,31,1,0,14,0.0714285714285714,0
"SANTO ANTONIO","","",2023,32,2,0,12,0.166666666666667,0
"SANTO ANTONIO","","",2023,33,2,0,13,0.153846153846154,0
"SANTO ANTONIO","","",2023,34,4,0,12,0.333333333333333,0
"SANTO ANTONIO","","",2023,35,1,0,13,0.0769230769230769,0
"SANTO ANTONIO","","",2023,36,0,0,9,0,0
"SANTO ANTONIO","","",2023,37,1,0,7,0.142857142857143,0
"SANTO ANTONIO","","",2023,38,0,0,5,0,0
"SANTO ANTONIO","","",2023,39,4,0,8,0.5,0
"SANTO ANTONIO","","",2023,40,3,0,13,0.230769230769231,0
"SANTO ANTONIO","","",2023,41,5,0,13,0.384615384615385,0
"SANTO ANTONIO","","",2023,42,2,1,14,0.142857142857143,0.0714285714285714
"SANTO ANTONIO","","",2023,43,5,0,14,0.357142857142857,0
"SANTO ANTONIO","","",2023,44,3,0,8,0.375,0
"SANTO ANTONIO","","",2023,45,5,1,14,0.357142857142857,0.0714285714285714
"SANTO ANTONIO","","",2023,46,7,0,13,0.538461538461538,0
"SANTO ANTONIO","","",2023,47,6,0,13,0.461538461538462,0
"SANTO ANTONIO","","",2023,48,6,1,14,0.428571428571429,0.0714285714285714
"SANTO ANTONIO","","",2023,49,8,0,13,0.615384615384615,0
"SANTO ANTONIO","","",2023,50,11,1,14,0.785714285714286,0.0714285714285714
"SANTO ANTONIO","","",2023,51,18,1,14,1.28571428571429,0.0714285714285714
"SANTO ANTONIO","","",2023,52,12,0,12,1,0
"SANTO ANTONIO","","",2024,1,14,0,13,1.07692307692308,0
"SANTO ANTONIO","","",2024,2,10,0,12,0.833333333333333,0
"SANTO ANTONIO","","",2024,4,13,0,12,1.08333333333333,0
"SANTO ANTONIO","","",2024,5,27,0,12,2.25,0
"SANTO ANTONIO","","",2024,6,19,1,11,1.72727272727273,0.0909090909090909
"SANTO ANTONIO","","",2024,7,1,0,2,0.5,0
"SANTO ANTONIO","","",2024,8,37,0,12,3.08333333333333,0
"SANTO ANTONIO","","",2024,9,32,0,13,2.46153846153846,0
"SANTO ANTONIO","","",2024,10,22,0,13,1.69230769230769,0
"SANTO ANTONIO","","",2024,11,19,3,14,1.35714285714286,0.214285714285714
"SANTO ANTONIO","","",2024,12,12,0,14,0.857142857142857,0
"SANTO ANTONIO","","",2024,13,19,0,14,1.35714285714286,0
"SANTO ANTONIO","","",2024,14,47,0,13,3.61538461538462,0
"SANTO ANTONIO","","",2024,15,6,0,12,0.5,0
"SANTO ANTONIO","","",2024,16,26,0,14,1.85714285714286,0
"SANTO ANTONIO","","",2024,17,10,0,14,0.714285714285714,0
"SANTO ANTONIO","","",2024,23,0,0,6,0,0
"SANTO ANTONIO","","",2024,24,0,0,14,0,0
"SANTO ANTONIO","","",2024,25,2,0,9,0.222222222222222,0
"SANTO ANTONIO","","",2024,26,4,0,11,0.363636363636364,0
"SANTO ANTONIO","","",2024,27,0,0,14,0,0
"SANTO ANTONIO","","",2024,28,0,0,12,0,0
"SANTO ANTONIO","","",2024,29,0,0,13,0,0
"SANTO ANTONIO","","",2024,30,2,0,14,0.142857142857143,0
"SANTO ANTONIO","","",2024,31,0,0,11,0,0
"SANTO ANTONIO","","",2024,32,0,0,4,0,0
"SANTO ANTONIO","","",2024,33,0,0,4,0,0
"SANTO ANTONIO","","",2024,35,0,0,4,0,0
"SANTO ANTONIO","","",2024,36,0,0,12,0,0
"SANTO ANTONIO","","",2024,37,1,0,13,0.0769230769230769,0
"SANTO ANTONIO","","",2024,38,1,0,13,0.0769230769230769,0
"SANTO ANTONIO","","",2024,39,0,0,12,0,0
"SANTO ANTONIO","","",2024,40,1,0,13,0.0769230769230769,0
"SANTO ANTONIO","","",2024,42,0,1,12,0,0.0833333333333333
"SANTO ANTONIO","","",2024,44,7,0,13,0.538461538461538,0
"SANTO ANTONIO","","",2024,45,3,0,12,0.25,0
"SANTO ANTONIO","","",2024,46,5,0,13,0.384615384615385,0
"SANTO ANTONIO","","",2024,47,1,0,12,0.0833333333333333,0
"SANTO ANTONIO","","",2024,48,5,0,12,0.416666666666667,0
"SANTO ANTONIO","","",2024,49,10,0,13,0.769230769230769,0
"SANTO ANTONIO","","",2024,50,8,0,12,0.666666666666667,0
"SANTO ANTONIO","","",2024,51,6,0,13,0.461538461538462,0
"SANTO ANTONIO","","",2024,52,4,0,10,0.4,0
"SANTO ANTONIO","","",2025,1,3,0,11,0.272727272727273,0
"SANTO ANTONIO","","",2025,2,8,0,12,0.666666666666667,0
"SANTO ANTONIO","","",2025,3,11,0,13,0.846153846153846,0
"SANTO ANTONIO","","",2025,4,27,0,12,2.25,0
"SANTO ANTONIO","","",2025,5,12,0,12,1,0
"SANTO ANTONIO","","",2025,6,22,0,13,1.69230769230769,0
"SANTO ANTONIO","","",2025,7,16,0,12,1.33333333333333,0
"SANTO ANTONIO","","",2025,8,14,0,12,1.16666666666667,0
"SANTO ANTONIO","","",2025,9,15,0,12,1.25,0
"SANTO ANTONIO","","",2025,10,24,0,11,2.18181818181818,0
"SANTO ANTONIO","","",2025,11,12,0,12,1,0
"SANTO ANTONIO","","",2025,12,10,0,12,0.833333333333333,0
"SANTO ANTONIO","","",2025,13,11,0,12,0.916666666666667,0
"SANTO ANTONIO","","",2025,14,33,0,11,3,0
"SANTO ANTONIO","","",2025,15,12,0,12,1,0
"SANTO ANTONIO","","",2025,16,7,0,12,0.583333333333333,0
"SANTO ANTONIO","","",2025,17,10,0,11,0.909090909090909,0
"SANTO ANTONIO","","",2025,18,18,0,12,1.5,0
"SANTO ANTONIO","","",2025,19,28,0,12,2.33333333333333,0
"SANTO ANTONIO","","",2025,20,8,0,12,0.666666666666667,0
"SANTO ANTONIO","","",2025,21,12,0,12,1,0
"SANTO ANTONIO","","",2025,22,12,0,11,1.09090909090909,0
"SANTO ANTONIO","","",2025,23,2,0,12,0.166666666666667,0
"SANTO ANTONIO","","",2025,24,1,0,12,0.0833333333333333,0
"SANTO ANTONIO","","",2025,25,3,0,6,0.5,0
"SANTO ANTONIO","","",2025,26,1,0,12,0.0833333333333333,0
"SANTO ANTONIO","","",2025,27,1,0,12,0.0833333333333333,0
"SANTO ANTONIO","","",2025,28,0,0,12,0,0
"SANTO ANTONIO","","",2025,29,0,0,12,0,0
"SANTO ANTONIO","","",2025,30,0,0,12,0,0
"SANTO ANTONIO","","",2025,31,0,0,11,0,0
"SANTO ANTONIO",NA,NA,2025,32,0,0,12,0,0
"SANTO ANTONIO",NA,NA,2025,33,0,0,12,0,0
"SANTO ANTONIO",NA,NA,2025,34,0,0,12,0,0
"SANTO ANTONIO",NA,NA,2025,35,0,0,12,0,0
"SANTO ANTONIO",NA,NA,2025,36,0,0,12,0,0
"SANTO ANTONIO",NA,NA,2025,37,0,0,12,0,0
"SANTO ANTONIO",NA,NA,2025,38,0,0,12,0,0
"SANTO ANTONIO",NA,NA,2025,39,3,0,12,0.25,0
"SANTO ANTONIO",NA,NA,2025,40,5,0,12,0.416666666666667,0
"SANTO ANTONIO",NA,NA,2025,41,1,0,12,0.0833333333333333,0
